cnes,nome,endereco,cidade,estado,email_unidade_saude,telefone,cep,pais
2297086,CASA DO IDOSO,Alameda Ana Sophia - 20097,QUEIMADOS,RIO DE JANEIRO,ferdinand.armstrong@kirlin.test,(12) 6378-2807,28286-857,Brasil
3413039,CASA SAO VICENTE DE PAULO,Ponte Yango - 247,RIO BONITO,RIO DE JANEIRO,september@dickens.example,(35) 4680-9851,43906-476,Brasil
5306965,CLINICA 3D,Viela Elisa Guterres - 9174,DUQUE DE CAXIAS,RIO DE JANEIRO,kanisha@bartoletti.example,(22) 5435-8965,92056-260,Brasil
5936489,CLINICA ACQUA MED,Rua Vitor Hugo Melo - 5732,CANTAGALO,RIO DE JANEIRO,luke.ruecker@breitenberg.test,(73) 7558-0119,96430-316,Brasil
6467407,CLINICA AGAPE,Alameda Eloah - s/n,IJUI,RIO GRANDE DO SUL,fredricka@wolff.example,(18) 7904-0320,15545-182,Brasil
2282011,CLINICA ALBERT SABIN LTDA,Rua Kléber - s/n,NOVA IGUACU,RIO DE JANEIRO,dane.barrows@kessler.test,(41) 1456-6792,82534-728,Brasil
3176142,CLINICA ALPHA,Ponte Heitor da Fronteira - 992,RIO DE JANEIRO,RIO DE JANEIRO,bebe@monahan.example,(62) 3394-4796,04642-169,Brasil
9493212,CLINICA ANTONIO FIM,Ponte Laura Esteves - 4078,VILA VELHA,ESPIRITO SANTO,chi.predovic@torphy-durgan.example,(42) 8455-2476,30638-974,Brasil
2288001,CLINICA ANTONIO FRANCISCO,Rodovia Gabriela Viana - 53899,BARRA DO PIRAI,RIO DE JANEIRO,marvella@waelchi.example,(44) 6607-4656,98204-107,Brasil
3980251,CLINICA ARNALDO BAPTISTA AFFONSO,Ponte Oliver - s/n,NITEROI,RIO DE JANEIRO,rick_swaniawski@macgyver-keeling.example,(35) 0199-1674,80637-279,Brasil
3820580,CLINICA ASSISTENCIA MEDICA ORTOFIS,Rua Milena Esteves - s/n,RIO DE JANEIRO,RIO DE JANEIRO,nickole@murphy.example,(35) 3752-2731,34551-407,Brasil
555444,CLINICA ATIVAMENTE,Rodovia Isabelly - 3054,RIO VERDE,GOIAS,roma@kub.test,(82) 5744-3156,63374-496,Brasil
5496918,CLINICA AUDITIVA ANDRADE E AMENO LTDA,Alameda Ana Lívia - s/n,BARRA MANSA,RIO DE JANEIRO,brad@wolff-hudson.example,(48) 6459-0059,37247-981,Brasil
5920450,CLINICA BANGU,Rua Maria Fernanda de Borba - 4940,RIO DE JANEIRO,RIO DE JANEIRO,zackary@hintz.test,(83) 1317-6077,28829-185,Brasil
3643425,CLINICA BARAO DE IPANEMA,Travessa Melissa - 6935,RIO DE JANEIRO,RIO DE JANEIRO,dane_walsh@barton.example,(19) 4807-0617,90947-357,Brasil
2297558,CLINICA BARRO VERMELHO,Viela Davi Lucas - 800,SAO GONCALO,RIO DE JANEIRO,mariano@macejkovic.example,(53) 5685-9543,44110-096,Brasil
3958000,CLINICA BELLE,Rua Isabel Aparício - 871,RESENDE,RIO DE JANEIRO,antione@torphy.test,(87) 2227-8812,88297-808,Brasil
5197546,CLINICA BEM ESTAR,Viela Lívia - s/n,RIO DE JANEIRO,RIO DE JANEIRO,domenic.bashirian@greenfelder-okeefe.example,(83) 2160-8703,54332-287,Brasil
5717000,CLINICA BEM ESTAR INFANTIL LTDA,Alameda Rodrigo - 60541,MACAE,RIO DE JANEIRO,alphonso@buckridge-kuvalis.test,(88) 0718-5399,42816-123,Brasil
5034205,CLINICA BENCHIMOL MATRIZ,Travessa Dalila Marques - 6527,RIO DE JANEIRO,RIO DE JANEIRO,dannie@pfannerstill.test,(28) 1733-5584,03011-941,Brasil
2268752,CLINICA BERGER,Travessa Paulo Meira - 239,PETROPOLIS,RIO DE JANEIRO,jack.sanford@stracke-olson.test,(85) 7047-6759,35998-310,Brasil
5035767,CLINICA BERNARDO,Rodovia Silas - 20468,RIO DE JANEIRO,RIO DE JANEIRO,brendon.haag@schulist-keeling.example,(14) 6852-9816,05934-290,Brasil
3370291,CLINICA BOCKUS,Avenida Fernando Dorneles - 2684,MACAE,RIO DE JANEIRO,billie@prohaska-mayer.example,(51) 6536-6034,60499-584,Brasil
5859468,CLINICA BOMFIM,Travessa Eloah Roseira - 5404,RIO DE JANEIRO,RIO DE JANEIRO,ronni.schoen@herman.test,(82) 9637-9724,36556-856,Brasil
3161854,CLINICA BRASIL,Rua Salvador - 779,MAGE,RIO DE JANEIRO,kendra@lang.test,(22) 8573-1604,54327-839,Brasil
5468124,CLINICA CAMON,Travessa Sara - 542,SAO GONCALO,RIO DE JANEIRO,jeffery@leuschke-nienow.test,(61) 9770-8822,29459-700,Brasil
5160413,CLINICA CARDIO MEDICA,Viela Fernanda - 565,RIO DE JANEIRO,RIO DE JANEIRO,lyndon.fisher@breitenberg-ernser.example,(97) 9758-4190,67924-460,Brasil
3346951,CLINICA CARLOS ALBERTO DE MENDONCA MENDES,Avenida Enrico Veloso - 8478,NILOPOLIS,RIO DE JANEIRO,daysi_rippin@will.test,(74) 2818-6695,14654-386,Brasil
3467333,CLINICA CAVALCANTI,Avenida Malu Ferraço - s/n,RIO DE JANEIRO,RIO DE JANEIRO,enola.bernhard@aufderhar-gulgowski.test,(54) 4077-9156,44749-208,Brasil
2281988,CLINICA CENTRAL,Alameda Luna - 8125,NOVA IGUACU,RIO DE JANEIRO,everett_rogahn@predovic.example,(37) 4533-4970,17568-489,Brasil
3126153,CLINICA CENTRAL DE DIAGNOSTICOS POR IMAGEM LTDA,Travessa Henry Limeira - 6589,NITEROI,RIO DE JANEIRO,ira_kessler@braun.example,(53) 7917-3886,90480-939,Brasil
5522714,CLINICA CENTROLAGOS,Rodovia Maria - s/n,SAQUAREMA,RIO DE JANEIRO,isaura@stroman.example,(22) 9199-8144,82621-077,Brasil
3053571,CLINICA CERTUN,Alameda Giovanna Aroeira - 5710,SAO GONCALO,RIO DE JANEIRO,jake@legros.test,(71) 1071-5813,40341-492,Brasil
3168786,CLINICA CHECKUP,Rua Felipe das Neves - 5054,PETROPOLIS,RIO DE JANEIRO,missy.mayer@shanahan-nolan.example,(74) 6332-7642,47328-839,Brasil
9671242,CL INICA CIDADE VERDE 24 HORAS,Viela Bernardo Matoso - s/n,ENGENHEIRO PAULO DE FRONTIN,RIO DE JANEIRO,humberto.lesch@boehm-roob.example,(67) 6905-7056,41721-227,Brasil
3315916,CLINICA CIRURGICA E MATERNIDADE LILIA NEVES,Ponte João Victor Carneiro - 37890,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,felton@fahey-wintheiser.test,(85) 0246-3827,06637-701,Brasil
5493064,CLINICA CIRURGICA E UROLOGICA DE TERESOPOLIS LTDA,Ponte Arthur Gabriel - 55439,TERESOPOLIS,RIO DE JANEIRO,helaine_russel@hettinger.test,(42) 2034-2431,44434-975,Brasil
3718212,CLINICA CIRURGICA FAUSTO ORSI,Rua Kléber Ramires - 8006,NOVA IGUACU,RIO DE JANEIRO,buford_cummings@dicki-stokes.test,(22) 9514-4540,51547-120,Brasil
3135292,CLINICA CIRURGICA OFTALMOLOGICA LARGO DO MACHADO,Viela Benjamin Cerqueira - s/n,RIO DE JANEIRO,RIO DE JANEIRO,robbie@johns-nicolas.test,(88) 8064-2687,89113-565,Brasil
2824043,CLINICA CISO,Viela Yuri do Prado - 65634,VASSOURAS,RIO DE JANEIRO,eula_strosin@jaskolski.example,(17) 3426-2899,26913-610,Brasil
3757374,CLINICA CLARA MILLER,Marginal Enzo Gabriel - s/n,NITEROI,RIO DE JANEIRO,jonah@west-wilderman.test,(27) 6722-2402,39116-202,Brasil
3348032,CLINICA COGNITIVO,Viela Bento - s/n,RESENDE,RIO DE JANEIRO,shawana_yundt@konopelski.test,(53) 8785-3891,94511-588,Brasil
12939,CLINICA COMUNITARIA DA FAMILIA DA ILHA DA CONCEICAO,Avenida Kléber - 15262,NITEROI,RIO DE JANEIRO,wesley.kutch@monahan-pacocha.example,(11) 9066-4692,48620-058,Brasil
12696,CLINICA COMUNITARIA DA FAMILIA DE VARZEA DAS MOCAS,Travessa Isabela Dantas - 68686,NITEROI,RIO DE JANEIRO,christian_upton@hamill.test,(65) 1474-7631,51251-926,Brasil
12831,CLINICA COMUNITARIA DA FAMILIA DO BADU PROF BARROS TERRA,Ponte Vitor Hugo Farias - 700,NITEROI,RIO DE JANEIRO,bradford.cruickshank@jacobi.test,(44) 9282-2365,33652-266,Brasil
7749422,CLINICA CONSUMED,Marginal Leonardo Munhoz - 8950,GOIATUBA,GOIAS,carson@kreiger.example,(88) 2174-7936,38811-965,Brasil
3188043,CLINICA COPACABANA,Rua Matheus - 985,RIO DE JANEIRO,RIO DE JANEIRO,jacques_rau@funk.example,(96) 6435-2935,71975-903,Brasil
3101258,CLINICA CORPO,Rodovia Isabelly - 62531,NITEROI,RIO DE JANEIRO,dwayne.raynor@lesch.example,(96) 1239-7593,73777-529,Brasil
5699703,CLINICA COTTA PEREIRA,Marginal Isabelly - 57608,RIO DE JANEIRO,RIO DE JANEIRO,phillip@prosacco.test,(77) 9642-3714,17095-390,Brasil
3134113,CLINICA CRESCER,Avenida Tomás - 59484,VOLTA REDONDA,RIO DE JANEIRO,salvador@kuhlman-gibson.test,(16) 5096-0542,27451-124,Brasil
5414830,CLINICA CRISTO REI,Rua Fernanda - s/n,RIO DE JANEIRO,RIO DE JANEIRO,dirk@heaney.test,(62) 2152-5616,15789-088,Brasil
9351515,CLINICA DA CRIANCA,Viela Guilherme Rodrigues - 203,SENHORA DOS REMEDIOS,MINAS GERAIS,lawrence_ondricka@prosacco-fisher.test,(73) 1259-2720,05192-573,Brasil
2272407,CLINICA DA FAMILIA,Travessa Júlia - 172,QUATIS,RIO DE JANEIRO,seth.rice@prosacco.example,(46) 8172-4165,79970-796,Brasil
2284200,CLINICA DA FAMILIA 24H ARQUITETA PATRICIA MARINHO,Marginal Fábio Rameira - s/n,NOVA IGUACU,RIO DE JANEIRO,eusebio_kihn@harvey-willms.example,(55) 4678-6781,19816-924,Brasil
2284278,CLINICA DA FAMILIA ADRIANOPOLIS,Alameda Roberto - 25551,NOVA IGUACU,RIO DE JANEIRO,arlen.batz@hettinger-nitzsche.test,(42) 2483-8283,29925-030,Brasil
7834284,CLINICA DA FAMILIA ALIANCA,Avenida Bárbara - 4395,NOVA IGUACU,RIO DE JANEIRO,chelsey_ruecker@beier.test,(55) 3499-6856,52878-240,Brasil
2296446,CLINICA DA FAMILIA ALVARO NUNES GUIMARAES,Travessa Liz - 3288,BOM JARDIM,RIO DE JANEIRO,calvin@hoeger-kuhic.test,(34) 2000-1900,96700-207,Brasil
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,Rua Lorraine - s/n,APERIBE,RIO DE JANEIRO,scarlet@larkin.test,(98) 4166-6350,16418-856,Brasil
2284456,CLINICA DA FAMILIA CABUCU,Avenida João Vitor - s/n,NOVA IGUACU,RIO DE JANEIRO,teena_okeefe@kozey.test,(28) 6164-4388,19756-734,Brasil
2284421,CLINICA DA FAMILIA COBREX,Rodovia Eduardo Caldas - s/n,NOVA IGUACU,RIO DE JANEIRO,anitra@hettinger.test,(97) 0405-5202,56794-958,Brasil
2284502,CLINICA DA FAMILIA CORUMBA,Viela Arthur Miguel - s/n,NOVA IGUACU,RIO DE JANEIRO,james@welch.example,(41) 1748-7164,23009-568,Brasil
7524609,CLINICA DA FAMILIA DA CERAMICA,Rua Joaquim Aragão - 68799,NOVA IGUACU,RIO DE JANEIRO,henry@sporer.test,(87) 2121-9116,47227-914,Brasil
2284308,CLINICA DA FAMILIA DA PRATA,Rua Malu Soeira - 9951,NOVA IGUACU,RIO DE JANEIRO,gale.oreilly@mosciski.test,(37) 1532-0451,54353-719,Brasil
2294877,CLINICA DA FAMILIA DE ANTA,Travessa Mathias - 3693,SAPUCAIA,RIO DE JANEIRO,abe@durgan.test,(14) 1113-8402,60784-800,Brasil
5469902,CLINICA DA FAMILIA DE MARAMBAIA,Rua Karla Passarinho - 6905,SAO GONCALO,RIO DE JANEIRO,birgit@hudson.example,(19) 2778-1829,63318-977,Brasil
2284480,CLINICA DA FAMILIA DE TINGUA,Avenida Arthur Junqueira - 802,NOVA IGUACU,RIO DE JANEIRO,earnest_walsh@waelchi.test,(63) 6249-9500,70026-352,Brasil
9090851,CLINICA DA FAMILIA DO KM32,Travessa Roberto - 56211,NOVA IGUACU,RIO DE JANEIRO,ta.emmerich@konopelski-schuppe.example,(45) 5236-4416,87471-703,Brasil
5631475,CLINICA DA FAMILIA DOM BOSCO,Marginal Beatriz - 7153,NOVA IGUACU,RIO DE JANEIRO,earnestine_hudson@weber.example,(92) 0585-0547,99672-814,Brasil
2696533,CLINICA DA FAMILIA DR JORGE CAMPOS,Ponte Ana Cecília Rebouças - 80401,MESQUITA,RIO DE JANEIRO,sunshine@weber.example,(18) 0797-6531,27415-137,Brasil
2290626,CLINICA DA FAMILIA DR JORGE DAVID,Alameda Alessandro Paiva - s/n,NILOPOLIS,RIO DE JANEIRO,miesha@hintz.example,(49) 5754-9601,38279-040,Brasil
7593244,CLINICA DA FAMILIA DR JOSE MARIO DO NASCIMENTO LAGE,Rodovia Bryan - s/n,RIO BONITO,RIO DE JANEIRO,raphael.senger@keeling-christiansen.test,(85) 8780-0499,28648-672,Brasil
6156827,CLINICA DA FAMILIA DR MARCO POLO DE GOUVEIA PEREIRA AMBAI,Avenida Eloah Barros - 9851,NOVA IGUACU,RIO DE JANEIRO,carol.pollich@collier-mcclure.example,(62) 7512-0765,75590-834,Brasil
2284529,CLINICA DA FAMILIA DR PEDRO ARUME,Rodovia Maria Luiza Gomide - 592,NOVA IGUACU,RIO DE JANEIRO,patria@jerde-wiza.example,(51) 8275-7941,16243-376,Brasil
4046153,CLINICA DA FAMILIA DR ROBSON ROMERO DE OLIVEIRA,Marginal Ana Sophia - 538,QUEIMADOS,RIO DE JANEIRO,rory@mitchell.example,(74) 9330-1943,60641-836,Brasil
2284219,CLINICA DA FAMILIA EMILIA GOMES,Alameda Yango - s/n,NOVA IGUACU,RIO DE JANEIRO,lula@swift.test,(13) 4184-8214,55578-973,Brasil
2284227,CLINICA DA FAMILIA ERALDO SARDINHA,Marginal Suélen - 16292,NOVA IGUACU,RIO DE JANEIRO,krystyna@schmitt.test,(89) 5895-7733,70225-812,Brasil
4046145,CLINICA DA FAMILIA ESMELINDA PINTO DE SOUZA,Rodovia Marli Novaes - 14549,QUEIMADOS,RIO DE JANEIRO,giselle_kutch@harber-schmidt.test,(67) 4718-9725,44113-975,Brasil
5635241,CLINICA DA FAMILIA FIGUEIRA,Travessa Adriana - s/n,NOVA IGUACU,RIO DE JANEIRO,wonda@carter.example,(87) 6626-0748,00564-615,Brasil
7765517,CLINICA DA FAMILIA IBIRAPITANGA,Ponte Luana - 69030,ITAGUAI,RIO DE JANEIRO,lyle.thiel@harris.test,(62) 5703-9602,20625-102,Brasil
7959869,CLINICA DA FAMILIA IRLAN SOUZA MACEDO,Rodovia Lorenzo Paes - s/n,QUEIMADOS,RIO DE JANEIRO,fumiko_green@koepp.test,(13) 5895-3403,11524-485,Brasil
2284324,CLINICA DA FAMILIA JACERUBA,Marginal Ayla Ramalho - 725,NOVA IGUACU,RIO DE JANEIRO,andrea.moen@leannon.test,(77) 5006-8713,53387-653,Brasil
2286041,CLINICA DA FAMILIA JACUTINGA,Ponte Fernanda - 447,MESQUITA,RIO DE JANEIRO,anitra@doyle.test,(79) 4166-1464,73652-203,Brasil
6018289,CLINICA DA FAMILIA JARDIM IGUACU,Marginal Maria Luiza - 6648,NOVA IGUACU,RIO DE JANEIRO,quyen.monahan@murray.test,(79) 9189-7936,32119-029,Brasil
2284340,CLINICA DA FAMILIA JARDIM JASMIN,Avenida João Felipe - 7919,NOVA IGUACU,RIO DE JANEIRO,eladia@bernier-dicki.example,(62) 3893-8130,70992-651,Brasil
2284235,CLINICA DA FAMILIA JARDIM ROMA,Alameda Ana Quaresma - 9251,NOVA IGUACU,RIO DE JANEIRO,jerold.schimmel@douglas.example,(51) 0173-2703,78632-168,Brasil
3708276,CLINICA DA FAMILIA JOSE ELIAS PEIXOTO,Avenida Lívia Junqueira - 40758,QUEIMADOS,RIO DE JANEIRO,florrie_waters@rolfson.example,(43) 2095-5540,35427-210,Brasil
2284405,CLINICA DA FAMILIA JOSE RODRIGUES DA SILVA,Rodovia Sirineu - 45048,NOVA IGUACU,RIO DE JANEIRO,arlyne@parisian.example,(22) 8580-1582,79603-122,Brasil
2284448,CLINICA DA FAMILIA LINO VILELLA,Avenida Adriana - 881,NOVA IGUACU,RIO DE JANEIRO,reynalda@beahan.example,(67) 9624-4492,92831-469,Brasil
3328074,CLINICA DA FAMILIA MARFEL,Avenida Eloah - s/n,NOVA IGUACU,RIO DE JANEIRO,leonel@koelpin-heller.test,(93) 4833-0897,11334-561,Brasil
3708292,CLINICA DA FAMILIA MARIA LURDES CAMPELO,Avenida Ana Júlia - 427,QUEIMADOS,RIO DE JANEIRO,racquel@lehner.example,(65) 7740-7924,89577-677,Brasil
7567723,CLINICA DA FAMILIA MARIA UMBELINA,Viela Clara Moraes - 4398,NOVA IGUACU,RIO DE JANEIRO,william@cremin-mclaughlin.test,(93) 5170-4477,91785-241,Brasil
6220150,CLINICA DA FAMILIA MAURO FEREIRA DE CASTRO,Avenida Luiz Gustavo Junqueira - 965,QUEIMADOS,RIO DE JANEIRO,mickey_christiansen@grant-waelchi.example,(13) 4965-9650,73379-718,Brasil
2284189,CLINICA DA FAMILIA MIGUEL COUTO CARLINHOS DA TINGUA,Rua Juliana - s/n,NOVA IGUACU,RIO DE JANEIRO,adolfo.okon@borer.example,(15) 2464-7623,91714-524,Brasil
7735421,CLINICA DA FAMILIA MIGUEL LUIZ DE CARVALHO,Viela João Mendes - 1129,QUEIMADOS,RIO DE JANEIRO,adan@ward.example,(91) 0875-4221,47069-399,Brasil
2284472,CLINICA DA FAMILIA NADIA SILVA DE OLIVEIRA GENECIANO,Avenida Carla Negrão - 32484,NOVA IGUACU,RIO DE JANEIRO,jackie_farrell@marquardt-kassulke.example,(46) 7184-3792,76871-455,Brasil
3328090,CLINICA DA FAMILIA ODICEIA MORAIS,Travessa Cecília Quarteira - 324,NOVA IGUACU,RIO DE JANEIRO,efrain.wunsch@ziemann-jones.test,(75) 3385-1524,47125-203,Brasil
9433546,CLINICA DA FAMILIA OLAVO DA COSTA,Alameda Fabiano de Oliveira - 31825,ARMACAO DOS BUZIOS,RIO DE JANEIRO,rocky.hansen@feeney.example,(83) 7659-6779,24727-810,Brasil
2284464,CLINICA DA FAMILIA PALHADA,Rodovia Valentina - s/n,NOVA IGUACU,RIO DE JANEIRO,clayton@hackett.example,(21) 4036-2349,30377-499,Brasil
2798689,CLINICA DA FAMILIA PASTOR IRACY MARCELINO,Rodovia Silas - 98610,NOVA IGUACU,RIO DE JANEIRO,alvaro.pagac@moen.test,(97) 3082-6582,97102-251,Brasil
7959702,CLINICA DA FAMILIA PASTOR JULIO ALVES DE SENA,Marginal Danilo Aparício - 55418,QUEIMADOS,RIO DE JANEIRO,claudio_dicki@hegmann.example,(84) 9103-0881,03197-782,Brasil
3708209,CLINICA DA FAMILIA PASTOR ROSALVO DANTAS,Rodovia Aurora Moraes - 3831,QUEIMADOS,RIO DE JANEIRO,annamarie@west.test,(96) 7855-1230,33421-527,Brasil
7949472,CLINICA DA FAMILIA PROFESSORA ENY MATTOS,Rua Bryan - s/n,RESENDE,RIO DE JANEIRO,jamika@jakubowski-klocko.example,(86) 7311-9980,18205-382,Brasil
2284499,CLINICA DA FAMILIA PROFESSOR RUTILHES DOS SANTOS,Marginal Tertuliano Rocha - 3567,NOVA IGUACU,RIO DE JANEIRO,darrell@wisozk-langworth.test,(53) 2895-8058,96175-481,Brasil
6869351,CLINICA DA FAMILIA REGINA DE BRITO,Rodovia Luana - 1651,QUEIMADOS,RIO DE JANEIRO,dayna_gorczany@rowe-roob.example,(41) 5299-9558,49787-945,Brasil
3126099,CLINICA DA FAMILIA RIO DOURO,Marginal César Laranjeira - 41941,NOVA IGUACU,RIO DE JANEIRO,garland@bosco.example,(67) 4454-2017,42648-818,Brasil
2696525,CLINICA DA FAMILIA SAO JOSE,Rodovia Pietro Muniz - 42834,MESQUITA,RIO DE JANEIRO,eboni@king.test,(63) 3355-4698,47732-031,Brasil
4516923,CLINICA DA FAMILIA SILVAL DIAS,Travessa Pietra - 17895,QUEIMADOS,RIO DE JANEIRO,so@pacocha-huel.example,(42) 6274-5511,86545-428,Brasil
2284251,CLINICA DA FAMILIA VILA OPERARIA,Marginal Arthur Henrique - s/n,NOVA IGUACU,RIO DE JANEIRO,lorena@hickle.test,(37) 5918-4999,78073-362,Brasil
3495086,CLINICA DA IMAGEM,Rua Ofélia Pereira - 2758,RIO DE JANEIRO,RIO DE JANEIRO,sharan_greenfelder@hodkiewicz-fisher.test,(89) 9460-9459,99626-239,Brasil
5684897,CLINICA DA LAGOA,Alameda Marcia dos Reis - 2849,RIO DE JANEIRO,RIO DE JANEIRO,yael@bailey.test,(19) 1976-0435,67662-737,Brasil
5381835,CLINICA DA MAMA DO RIO DE JANEIRO,Marginal Bernardo - 263,RIO DE JANEIRO,RIO DE JANEIRO,devona_corkery@okeefe.test,(75) 1456-1541,39681-694,Brasil
9246061,CLINICA DA MULHER,Viela Luiza Sá - s/n,SAQUAREMA,RIO DE JANEIRO,heriberto@crona.test,(64) 4894-8083,83401-602,Brasil
3694496,CLINICA DA MULHER DO HOMEM E DA CRIANCA,Ponte Vitor Ribeira - 777,NOVA IGUACU,RIO DE JANEIRO,jennifer@welch-kemmer.example,(79) 6046-2496,84559-878,Brasil
3426912,CLINICA DA MULHER LTDA,Rua Catarina - 169,DUQUE DE CAXIAS,RIO DE JANEIRO,sean@wolff-armstrong.example,(69) 1353-3338,76469-739,Brasil
5617758,CLINICA D COM,Ponte Alice - s/n,NOVA IGUACU,RIO DE JANEIRO,jayson@bernier.test,(73) 9838-7591,65449-724,Brasil
2705591,CLINICA DE ACIDENTADOS DE VITORIA,Rua Morgana - s/n,VITORIA,ESPIRITO SANTO,luna@larkin.example,(71) 2077-0995,54549-716,Brasil
5859247,CLINICA DE ALERGIA DR JOSE LEONARDO SARDENBERG,Travessa Emanuel - 47043,PARACAMBI,RIO DE JANEIRO,roy.nicolas@feest.example,(87) 0924-7566,33863-984,Brasil
5469104,CLINICA DE ALERGIA DR MAURO JORGE,Marginal Henrique Beltrão - 30825,RIO DE JANEIRO,RIO DE JANEIRO,helene.muller@kuhlman.example,(42) 2333-0756,39850-340,Brasil
5275776,CLINICA DE ALERGIA DR OWALDO FORTES,Viela Maria Laura Caldas - s/n,TERESOPOLIS,RIO DE JANEIRO,leif@carroll-mcglynn.test,(92) 1008-5559,10658-013,Brasil
3149773,CLINICA DE ALERGIA E IMUNOLOGIA DR CARLOS ALBERTO,Viela Maria Laura Cruz - 2811,RIO DE JANEIRO,RIO DE JANEIRO,gordon_feil@steuber-kirlin.test,(38) 3228-4241,54897-482,Brasil
5878063,CLINICA DE ANGIOLOGIA E DERMATOLOGIA LTDA,Avenida Rafael - 1359,BARRA DO PIRAI,RIO DE JANEIRO,belen.bednar@kiehn.example,(73) 9581-2297,55011-529,Brasil
3755738,CLINICA DE ASSISTENCIA INTEGRAL A MULHER LTDA,Alameda Elísio Caldas - 9051,DUQUE DE CAXIAS,RIO DE JANEIRO,alejandro@walsh.example,(98) 1497-6562,62015-486,Brasil
5666430,CLINICA DE CIRURGIA CARDIO VASCULAR PROF ANTONIO DE P JAZBIK,Ponte Fabrício Laranjeira - 91037,RIO DE JANEIRO,RIO DE JANEIRO,flossie@okon.test,(74) 7462-0157,21001-077,Brasil
3754154,CLINICA DE CIRURGIA CRANIO MAXILO FACIAL EDGARD ALVES COSTA,Rua Isabel da Mata - 73145,NITEROI,RIO DE JANEIRO,marlin@lemke-considine.example,(66) 9653-2646,59469-439,Brasil
3716015,CLINICA DE CORACAO DR GERALDO TERRANA,Marginal Enzo Gabriel - 64074,VOLTA REDONDA,RIO DE JANEIRO,violeta_dubuque@mccullough.test,(18) 0611-2267,29285-405,Brasil
5974682,CLINICA DE DERMATOLOGIA E CARDIOLOGIA,Rua Enzo Thiago Saraiva - 38865,RIO DE JANEIRO,RIO DE JANEIRO,karon@kozey.test,(93) 9273-4805,56587-235,Brasil
5966191,CLINICA DE DIABETES ENDOCRINOLOGIA MEIER,Avenida Catarina Modesto - s/n,RIO DE JANEIRO,RIO DE JANEIRO,denisha.sawayn@braun.example,(24) 9661-4904,58534-727,Brasil
2285533,CLINICA DE DIALISE RIO BONITO,Alameda Morgana Menendes - 864,RIO BONITO,RIO DE JANEIRO,karl@altenwerth.test,(19) 4597-6103,41184-200,Brasil
3194965,CLINICA DE DOENCAS VASCULARES,Rodovia Aurora Novaes - s/n,VOLTA REDONDA,RIO DE JANEIRO,chu.bartoletti@goodwin-haley.example,(55) 9978-8019,51629-068,Brasil
3587460,CLINICA DE ENDOCRINOLOGIA E DIABETES LUCIANE MENDES LTDA,Alameda Ana Beatriz Dorneles - 125,DUQUE DE CAXIAS,RIO DE JANEIRO,moshe@schoen-okuneva.test,(22) 7533-5923,45076-343,Brasil
3191605,CLINICA DE ENDOSCOPIA DIGESTIVA DILSON R DE ALMEIDA,Alameda Enrico Arriaga - 599,RIO DE JANEIRO,RIO DE JANEIRO,suzanna.reinger@macejkovic.test,(68) 3658-0375,85423-467,Brasil
5583373,CLINICA DE FISIOTERAPIA BALIANE,Rodovia Júlio - 9237,NITEROI,RIO DE JANEIRO,domingo.tromp@ritchie.example,(18) 7120-0793,91143-682,Brasil
2278308,CLINICA DE FISIOTERAPIA CARRIELLO,Rua Norberto - 16352,CORDEIRO,RIO DE JANEIRO,shyla@johns.test,(42) 8958-5165,27333-444,Brasil
5884802,CLINICA DE FISIOTERAPIA CORPO EM MOVIMENTO,Ponte Luiz Otávio Guedes - 4948,CABO FRIO,RIO DE JANEIRO,seymour@ankunding-dietrich.example,(86) 3989-4981,74367-741,Brasil
3180077,CLINICA DE FISIOTERAPIA DR MARIO BARBOSA,Ponte Helena Leiria - 504,RIO DE JANEIRO,RIO DE JANEIRO,madaline@konopelski.example,(13) 2783-4111,81474-056,Brasil
3535614,CLINICA DE FISIOTERAPIA DR RUY BERCOT DE MATTOS,Rodovia Isaac - 348,NOVA IGUACU,RIO DE JANEIRO,harold.kessler@bayer-olson.example,(33) 4295-9532,85726-745,Brasil
2276437,CLINICA DE FISIOTERAPIA E REABILITACAO MUNICIPAL,Marginal Malu Lopes - 21482,MENDES,RIO DE JANEIRO,guy_jakubowski@fahey-mayer.example,(84) 5409-2297,63073-096,Brasil
3467023,CLINICA DE FISIOTERAPIA E REABILITACAO VITORIA,Avenida Mariana Paiva - s/n,SAO GONCALO,RIO DE JANEIRO,asuncion@skiles.test,(51) 0596-3998,87032-192,Brasil
5526035,CLINICA DE FISIOTERAPIA F5,Avenida Kaique - 76914,BOM JESUS DO ITABAPOANA,RIO DE JANEIRO,logan.jaskolski@corwin.test,(67) 3367-2224,71023-923,Brasil
2285169,CLINICA DE FISIOTERAPIA FISIOLAGOS,Rodovia Frederico Rameira - 48321,ARARUAMA,RIO DE JANEIRO,laurette.gleason@ratke.test,(21) 6290-9111,20996-868,Brasil
3928748,CLINICA DE FISIOTERAPIA NOSSA SENHORA DAS GRACAS,Avenida Isabella - 29947,NITEROI,RIO DE JANEIRO,irene_lehner@kemmer.test,(19) 4888-6507,92891-267,Brasil
5477956,CLINICA DE FISIOTERAPIA NOSSA SENHORA DE FATIMA,Avenida Maria Alice Cerqueira - s/n,LAJE DO MURIAE,RIO DE JANEIRO,billy.koch@daniel-nicolas.example,(66) 7681-0691,43048-547,Brasil
